"Event H-ID","Start page event","End page event","Page Event Number",Line,"Narrative Status",Conflict,Harmony,Partition,"Characters(s) in Event H-ID","Characters(s) in Event RecordTitle","Location of Event (Text place) H-ID","Location of Event RecordTitle","Text pointer H-ID","Text pointer RecordTitle","Character(s) mentioned H-ID","Character(s) mentioned RecordTitle"
4730,135,135,1,"With his swagger stick, he motioned Ustad Mangu",Narrated,Interpersonal,,FALSE,4282|4317,"The Tongawala, Mangu in The New Constitution|Gora Mangu had fought with, Unknown in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",,
4731,135,135,2,"Two policemen appeared from somewhere",Narrated,,,FALSE,4282|4317|4319,"The Tongawala, Mangu in The New Constitution|Gora Mangu had fought with, Unknown in The New Constitution|Policemen, Unknown in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",,
4732,135,135,3,"Ustad Mangu was taken by police",Narrated,,,FALSE,4282|4319,"The Tongawala, Mangu in The New Constitution|Policemen, Unknown in The New Constitution",4346,"Police station in The New Constitution",4281,"The New Constitution",,
4737,94,94,1,"The religious killings had show no sign of abating.",Narrated,Religion,,TRUE,,,4371,"India in A Girl from Delhi",4368,"A Girl from Delhi",,
4739,130,130,1,"For the past several years, the Red Shirt",,,Nation,FALSE,,,4329,"Peshawar in The New Constitution",4281,"The New Constitution",4300|4282,"King of Russia, Unknown in The New Constitution|The Tongawala, Mangu in The New Constitution"
4741,130,130,2,"Then there were the frequent reports",Narrated,Religion,,FALSE,,,4324,"India in The New Constitution",4281,"The New Constitution",4282,"The Tongawala, Mangu in The New Constitution"
4742,138,138,6,"And so it went on all day with the heat from the sun",Narrated,Class,,TRUE,4161|4159,"Policemen, Unknown in Wages|Kashmiri seasonal labourer, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4800,66,67,01,"We were very happy—my mother, wife, son, daughter, my three unmarried sisters and I",Told,Religion,,TRUE,4755|4747,"Narrator, Unknown in Of One Community|Narrator's Mother, Unknown in Of One Community",4801,"Chanakyapuri in Of One Community",4746,"Of One Community",4749|4751|4752|4750|4759|4761|4757|4768,"Narrator's Wife, Simran in Of One Community|Narrator's Daughter, Unknown in Of One Community|Narrator's Three unmarried sisters, Unknown in Of One Community|Narrator's Son, Unknown in Of One Community|Narrator's cousin, Unknown in Of One Community|Narrator's Mother's niece, Unknown in Of One Community|Narrator's Mother's Brother, Unknown in Of One Community|Mob of Rioters at Thoa Khalsa, Unknown in Of One Community"
4803,67,70,01,"It was our first afternoon in the new house",Narrated,Religion,Religion,FALSE,4755|4416|4749|4776,"Narrator, Unknown in Of One Community|Narrator's Mother, Unknown in Sikhism|Narrator's Wife, Simran in Of One Community|Hussain's Wife, Unknown in Of One Community",4801,"Chanakyapuri in Of One Community",4746,"Of One Community",4754|4752|4778|4779,"Hussain, Shaukat in Of One Community|Narrator's Three unmarried sisters, Unknown in Of One Community|Bose, Dr in Of One Community|Singh, Dr Sukhdev in Of One Community"
4804,70,73,01,"At about a quarter to six in the evening",Remembered,Religion,Religion,TRUE,4755|4749|4416|4776|4754,"Narrator, Unknown in Of One Community|Narrator's Wife, Simran in Of One Community|Narrator's Mother, Unknown in Sikhism|Hussain's Wife, Unknown in Of One Community|Hussain, Shaukat in Of One Community",4801,"Chanakyapuri in Of One Community",4746,"Of One Community",4779|4780|4781|4783|4785|4787,"Singh, Dr Sukhdev in Of One Community|Mob of rioters in Moradabad, Unknown in Of One Community|Hussain's Father, Unknown in Of One Community|2 uncles of Hussain, Unknown in Of One Community|Hussain's Sister-in-law, Unknown in Of One Community|Hussain's 2 unmarried sisters, Unknown in Of One Community"
4805,139,139,1,"The policemen took both the man and the gunnybag to the station",Narrated,Class,,TRUE,4161|4159,"Policemen, Unknown in Wages|Kashmiri seasonal labourer, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4806,139,139,2,"At the station, he made many efforts to present his case",Narrated,Class,,TRUE,4159|4161,"Kashmiri seasonal labourer, Unknown in Wages|Policemen, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4810,170,170,01,"It was still dark and the stars were visible in the sky",Narrated,Religion,,TRUE,4811,"Unknown Narrator, Abnash in The Parade",4814,"Gurdwara Bangla Sahib in The Parade",4807,"The Parade",4812|4816|4819|4821|4823,"Abnash's Husband, Unknown in The Parade|Abnash's two sons, Unknown in The Parade|Abnash's daughter, Jasbir in The Parade|Abnash's Son-in-law, Unknown in The Parade|Abnash's Sister-in-law, Unknown in The Parade"
4827,170,171,02,"Her sister-in-law’s husband had not bothered to warn her",Remembered,Religion,,TRUE,4811|4825|4823,"Unknown Narrator, Abnash in The Parade|Abnash's sister-in-law's husband, Unknown in The Parade|Abnash's Sister-in-law, Unknown in The Parade",4814,"Gurdwara Bangla Sahib in The Parade",4807,"The Parade",4828|4812|4816,"Abnash's children, Unknown in The Parade|Abnash's Husband, Unknown in The Parade|Abnash's two sons, Unknown in The Parade"
4830,171,171,01,"that she had been appealing to her husband since June, when the decision",Remembered,,,TRUE,4811|4812,"Unknown Narrator, Abnash in The Parade|Abnash's Husband, Unknown in The Parade",4831,"Rawalpindi in The Parade",4807,"The Parade",4816,"Abnash's two sons, Unknown in The Parade"
4838,44,44,1,"As I sat down to eat langar at",Narrated,,,,4586,"Sarna, Mohinder Singh in Basant The Fool",4814,"Gurdwara Bangla Sahib in The Parade",3251,"Basant The Fool",,
4850,44,44,2,"I was the deputy director of civil aviation",Remembered,,,TRUE,4586,"Sarna, Mohinder Singh in Basant The Fool",4849,"Delhi in Basant The Fool",3251,"Basant The Fool",3317|3259,"Aunt, Unknown in Basant The Fool|Narang, Nanak Singh in Basant The Fool"
4851,45,45,1,"One such letter, written by my uncle.",Remembered,Nation,,TRUE,3259,"Narang, Nanak Singh in Basant The Fool",4846,"Rawalpindi in Basant The Fool",3251,"Basant The Fool",3317,"Aunt, Unknown in Basant The Fool"
4855,45,45,2,"After I was orphaned as a child,",Remembered,,Interpersonal,,4586|3259|3317,"Sarna, Mohinder Singh in Basant The Fool|Narang, Nanak Singh in Basant The Fool|Aunt, Unknown in Basant The Fool",4846,"Rawalpindi in Basant The Fool",3251,"Basant The Fool",3865,"Narang, Parduman in Basant The Fool"
4857,106,106,1,"In a low but determined voice, Karim Dad replied",,Nation,,,4526|4535,"Dad, Karim in The Great Divide|Nathoo, Chaudhry in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4858,108,109,1,"He almost bumped into Bakhto as he walked",,Nation,Interpersonal,,4526|4735|4534|4529,"Dad, Karim in The Great Divide|Son of Karim, Yazid in The Great Divide|Village midwife, Bakhto in The Great Divide|Wife of Karim, Jeena in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4884,137,137,1,"Sampooran Singh broke into a cold sweat",Narrated,,,,4886,"Singh, Sampooran in A Woman's Integrity",4888,"Tarlahi village in A Woman's Integrity",4882,"A Woman's Integrity",,
4894,137,137,2,"Actually, he had died the day",Narrated,Religion,,TRUE,4886|4895,"Singh, Sampooran in A Woman's Integrity|Singh, Amolak in A Woman's Integrity",4888,"Tarlahi village in A Woman's Integrity",4882,"A Woman's Integrity",4897|4901,"Wife of Sampooran Singh, Unknown in A Woman's Integrity|Daughter's of Sampooran Singh, Unknown in A Woman's Integrity"
4944,172,172,01,"She had lived a blighted life for the past three months",Remembered,Religion,,TRUE,4811,"Unknown Narrator, Abnash in The Parade",4814,"Gurdwara Bangla Sahib in The Parade",4807,"The Parade",4812|4816|4819|4821,"Abnash's Husband, Unknown in The Parade|Abnash's two sons, Unknown in The Parade|Abnash's daughter, Jasbir in The Parade|Abnash's Son-in-law, Unknown in The Parade"
4945,172,172,02,"Occasionally one of her sister-in-law’s neighbours would say",Narrated,Nation,,TRUE,4811|4946,"Unknown Narrator, Abnash in The Parade|Abnash's Sister-in-law's neighbours, Unknown in The Parade",4947,"Paharganj in The Parade",4807,"The Parade",4812|4816|4828,"Abnash's Husband, Unknown in The Parade|Abnash's two sons, Unknown in The Parade|Abnash's children, Unknown in The Parade"
4954,172,172,03,"But when she crossed the chowk at Baird Road and Market Road",Narrated,Religion,,,4811,"Unknown Narrator, Abnash in The Parade",4947,"Paharganj in The Parade",4807,"The Parade",4955,"4 muslim pathans, Unknown in The Parade"
4956,172,174,04,"From the balcony across the road",Narrated,Religion,,,4811|4957|4963|4964,"Unknown Narrator, Abnash in The Parade|Wife of Lame Lawyer, Unknown in The Parade|Wife of the overseer, Unknown in The Parade|Neighbour 02, Unknown in The Parade",4947,"Paharganj in The Parade",4807,"The Parade",4962,"Rioters destroying muslim property, Unknown in The Parade"
4965,174,175,01,"Abnash ran to and fro, chasing the sound of the drumbeat",Narrated,Religion,Religion,TRUE,4811|4969|4970|4971|4973|4968|4962|4972,"Unknown Narrator, Abnash in The Parade|Rioter 01, Unknown in The Parade|Spectator at riots 01, Unknown in The Parade|Spectator at riots 02, Unknown in The Parade|2 (naked) Muslim girls, Unknown in The Parade|Crowd observing rioters, Unknown in The Parade|Rioters destroying muslim property, Unknown in The Parade|Drum Beater at Riots, Unknown in The Parade",4966,"Punjabi Lane in The Parade",4807,"The Parade",,
4974,176,176,01,"The first thing she did was to take out two pairs of clothes",Narrated,,Religion,,4811|4975|4973,"Unknown Narrator, Abnash in The Parade|Abnash's Son, Gurdeep in The Parade|2 (naked) Muslim girls, Unknown in The Parade",4976,"Tees Hazari refugee camp in The Parade",4807,"The Parade",,
4978,176,176,02,"When she returned home, a letter had arrived for her in the afternoon post.",Narrated,,,,4811,"Unknown Narrator, Abnash in The Parade",4947,"Paharganj in The Parade",4807,"The Parade",4819|4821,"Abnash's daughter, Jasbir in The Parade|Abnash's Son-in-law, Unknown in The Parade"
5022,145,145,1,"The trigger was pressed and the bullet spun out ill-tempered.",,,,,,,5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5025,145,145,2,"The man leaning through the window doubled over without  making a sound.",Narrated,,,,5015,"Man, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5026,145,145,4,"He fell on his face and his blood, mixing with the water, began to flow  across the road.",Narrated,,,,5015,"Man, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5027,145,145,5,"The trigger was pressed a third time. The bullet missed, embedding itself into a mud wall.",Narrated,,,,,,5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5028,145,145,6,"The fourth felled an old woman. She did not even scream",Narrated,,,,5017,"Old Woman, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5029,145,145,7,"The fifth and sixth were wasted. Nobody got killed and  nobody got wounded.",Narrated,,,,,,5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5030,145,145,8,"The marksman looked frustrated, when suddenly a running  child appeared on the road.",Narrated,,,,5020|5018,"Marksman, Unknown in The Benefits of Ignorance|Child, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5031,145,145,9,"He raised his gun and took aim.",Narrated,,,,5020,"Marksman, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5033,145,145,10,"What are you doing?’ his companion asked. ‘Why?’ ‘You are out of bullets.’ ‘You keep quiet. How does a little child know?’",Narrated,,,,5021|5020,"Marksman's Companion, Unknown in The Benefits of Ignorance|Marksman, Unknown in The Benefits of Ignorance",5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5034,145,145,3,"The trigger was pressed a second time.",Narrated,,,,,,5023,"Unknown in The Benefits of Ignorance",4990,"The Benefits of Ignorance",,
5035,22,22,3,"Then he lay down, but sleep was as far away from his  eyes as the stars in the sky. He began to hum a Punjabi folk song.",Narrated,,,,3307,"Singh, Jamadar Harnam in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5036,23,23,3,"‘I  found him behind the bushes and he told me his name was Jhun  Jhun,’ Banta Singh announced. Everybody burst out laughing.",Narrated,,,,768,"Singh, Banta in Train to Pakistan",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",3472,"Non-human, Dog, Jhun Jhun in The Dog of Titwal"
5064,99,99,1,"A soft knock sounded on the door",,,,,5045|5047|5048,"Choudhry, Khalil in Crusader|Choudhry, Umra in Crusader|Unknown, Reshma in Crusader",5065,"Khalil's house in Crusader",5046,Crusader,,
5066,99,100,2,"Reshma, is all well?’ ‘Something awful has",Told,,,,5048|5045,"Unknown, Reshma in Crusader|Choudhry, Khalil in Crusader",5065,"Khalil's house in Crusader",5046,Crusader,5050|4924|5053|5057|5054|5055,"Sone of Ironsmith Dina, Bashir in Crusader|Ironsmith, Dina in The Crusader|moneylender's daughter, preeto in Crusader|Gondals, Unknown in Crusader|Unknown, Rama Shah in Crusader|Unknown, Mathura Devi in Crusader"
5067,24,24,1,"A soldier shouted, ‘India Zindabad!’",Narrated,,,,3479,"Indian Soldier - 1, Unknown in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5069,100,100,3,"First, Khalil got Fazlu the wrestler to keep",,,,,5045|5058,"Choudhry, Khalil in Crusader|the wrestler, fazlu in Crusader",5071,"Shah's House in Crusader",5046,Crusader,,
5070,24,24,4,"Subedar Himmat Khan of the Pakistan army gave his huge  moustache a twirl and began to study the map of the Titwal  sector. Next to him sat his wireless operator, who was trying  to establish contact with the platoon commander to obtain  instructions.",Narrated,,,,3473,"Khan, Subedar Himmat in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",3498,"Platoon Commander, Unknown in The Dog of Titwal"
5072,24,24,5,"A few feet away, the soldier Bashir sat on the  ground, his back against a rock and his rifle in front of him. He  was humming: Where did you spend the night, my love, my moon? Where did you spend the night? Enjoying himself, he began to sing more loudly, savouring the  words.",Narrated,,,,3475,"Pakistani Soldier, Bashir in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5073,100,100,4,"Walking towards the house of his uncle, Khuda Bakhsh",Narrated,,,,5045|5059,"Choudhry, Khalil in Crusader|Choudhry, Khuda Bakhsh Varaich in Crusader",5074,"Choudhry Khuda Bakhsh Varaich's House in Crusader",5046,Crusader,,
5075,100,101,5,"When I had first got the news I",Told,Religion,,,5059|5057,"Choudhry, Khuda Bakhsh Varaich in Crusader|Gondals, Unknown in Crusader",5077,"Gondlanwala village in Crusader",5046,Crusader,,
5078,24,24,7,"He had come to them from nowhere a few days ago,  stayed in the camp quite happily and then suddenly disappeared  last night. However, he had now returned like a bad coin.",Narrated,,,,3472,"Non-human, Dog, Jhun Jhun in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5079,24,24,10,"‘What has he got around his neck?’ Bashir asked.",Narrated,,,,3475,"Pakistani Soldier, Bashir in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",3472,"Non-human, Dog, Jhun Jhun in The Dog of Titwal"
5080,101,101,2,"Khalil didn’t say anything. He couldn’t say anything",Told,,,,5059|5045,"Choudhry, Khuda Bakhsh Varaich in Crusader|Choudhry, Khalil in Crusader",5074,"Choudhry Khuda Bakhsh Varaich's House in Crusader",5046,Crusader,5050|4924,"Sone of Ironsmith Dina, Bashir in Crusader|Ironsmith, Dina in The Crusader"
5081,25,25,3,"Subedar Himmat Khan gave his famous moustache another  mighty twirl and said, ‘Perhaps it is a code. Does it say anything  else, Bashirey?’ ‘Yes sir, it says it is an Indian dog.",Narrated,,,,3473|3475,"Khan, Subedar Himmat in The Dog of Titwal|Pakistani Soldier, Bashir in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5082,102,103,1,"Rama Shah’s sitting room was next to the",Narrated,Interpersonal,,,5045|5058|5050,"Choudhry, Khalil in Crusader|the wrestler, fazlu in Crusader|Sone of Ironsmith Dina, Bashir in Crusader",5083,"Rama Shah's verandah in Crusader",5046,Crusader,5053,"moneylender's daughter, preeto in Crusader"
5084,103,103,2,"The touch of honest humanity opened the floodgates inside Preeto",Narrated,,,,5053|5048|5045|5058|5050,"moneylender's daughter, preeto in Crusader|Unknown, Reshma in Crusader|Choudhry, Khalil in Crusader|the wrestler, fazlu in Crusader|Sone of Ironsmith Dina, Bashir in Crusader",5083,"Rama Shah's verandah in Crusader",5046,Crusader,,
5085,25,25,4,"‘What does that mean?’ Subedar Himmat Khan asked. ‘Perhaps it is a secret,’ Bashir answered seriously.",Narrated,,,,3473|3475,"Khan, Subedar Himmat in The Dog of Titwal|Pakistani Soldier, Bashir in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5086,25,25,5,"If there is a secret, it is in the word Jhun Jhun,’ another soldier  ventured in a wise guess.",Narrated,,,,3478,"Pakistani Soldier - 1, Unknown in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5087,104,104,1,"At midnight, Khalil and Preeto left the village",Narrated,,,,5045|5053|5058|5062,"Choudhry, Khalil in Crusader|moneylender's daughter, preeto in Crusader|the wrestler, fazlu in Crusader|Preeto's maternal uncle, unknown in Crusader",5089,"kamoki camp in Crusader",5046,Crusader,,
5088,25,25,6,"‘You may have something there,’ Subedar Himmat Khan  observed",Narrated,,,,3473,"Khan, Subedar Himmat in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5091,25,25,10,"‘Good,’ Subedar Himmat Khan said approvingly. ‘And add:  This is a Pakistani dog.’ Subedar Himmat Khan personally threaded the piece of paper  through the dog’s collar and said, ‘Now go join your family.’",Narrated,,,,3473,"Khan, Subedar Himmat in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5092,26,26,3,"Jamadar Harnam Singh  ordered that enough was enough. He combed his long hair,  looked at himself in the mirror and asked Banta Singh, ‘Where  has that dog Jhun Jhun gone?’",Narrated,,,,3307,"Singh, Jamadar Harnam in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",,
5093,26,26,5,"‘Who?’ Jamadar Harnam Singh asked. ‘What was his name? Jhun Jhun,’ the soldier answered.  ‘What is he doing?’ Harnam Singh asked. ‘Just coming our way,’ the soldier replied, peering through  his binoculars.",Narrated,,,,3307|3479,"Singh, Jamadar Harnam in The Dog of Titwal|Indian Soldier - 1, Unknown in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",3472,"Non-human, Dog, Jhun Jhun in The Dog of Titwal"
5094,26,26,6,"Subedar Harnam Singh snatched them from him. ‘That’s him  all right and there’s something around his neck. But, wait, that’s  the Pakistani hill he’s coming from, the motherfucker.’",Narrated,,,,3307,"Singh, Jamadar Harnam in The Dog of Titwal",3471,"Titwal in The Dog of Titwal",3292,"The Dog of Titwal",3472,"Non-human, Dog, Jhun Jhun in The Dog of Titwal"
